customer_id,signup_date,city_tier,age_group,acquisition_channel,loyalty_tier,preferred_category,skin_type,marketing_consent,snapshot_date,churn_next_60d,split,order_count,total_spend,avg_order_value,ticket_count,order_count_bin,return_rate,return_rate_bin,ticket_count_bin,session_count,session_bin,campaigns_received
CUST00376,2024-05-22,Tier 1,25-34,Referral,,Skin Care,Dry,Yes,2025-09-30,1,train,8,5532.45,691.55625,0.0,6-10,0.0,0%,0,1,1-2,1
CUST00377,2024-12-04,Tier 2,35-44,Referral,,Skin Care,Combination,Yes,2025-09-30,1,validation,4,2214.32,553.58,0.0,3-5,0.0,0%,0,1,1-2,1
CUST00378,2025-06-08,Tier 2,18-24,Instagram,,Skin Care,Combination,Yes,2025-09-30,1,train,1,1622.32,1622.32,0.0,1,0.0,0%,0,1,1-2,1
CUST00379,2024-10-17,Tier 1,45+,Marketplace,,Hair Care,Dry,No,2025-09-30,1,test,2,1029.97,514.985,0.0,2,0.0,0%,0,1,1-2,1
CUST00380,2024-07-05,Tier 2,25-34,Instagram,Silver,Wellness,Normal,Yes,2025-09-30,0,train,7,3831.9,547.4142857142857,1.0,6-10,0.0,0%,1,1,1-2,1
CUST00381,2024-07-26,Tier 3,25-34,Marketplace,Gold,Baby Care,Dry,Yes,2025-09-30,1,train,1,597.86,597.86,1.0,1,0.0,0%,1,1,1-2,1
CUST00382,2025-05-30,Tier 1,35-44,Marketplace,Gold,Baby Care,Oily,No,2025-09-30,0,train,3,1584.55,528.1833333333333,0.0,3-5,0.0,0%,0,1,1-2,1
CUST00383,2025-01-14,Tier 2,35-44,Referral,Gold,Hair Care,Combination,Yes,2025-09-30,0,train,7,5682.3099999999995,811.7585714285714,3.0,6-10,0.14285714285714285,11-25%,3-4,1,1-2,1
CUST00384,2025-08-12,Tier 1,18-24,Referral,,Fragrance,Sensitive,Yes,2025-09-30,0,test,3,1529.26,509.75333333333333,0.0,3-5,0.0,0%,0,1,1-2,1
CUST00385,2024-01-08,Tier 1,25-34,Instagram,Silver,Makeup,Sensitive,Yes,2025-09-30,0,train,9,6949.7,772.1888888888889,3.0,6-10,0.0,0%,3-4,1,1-2,1
CUST00386,2024-09-24,Tier 2,35-44,Google Search,,Makeup,Dry,Yes,2025-09-30,0,train,7,5490.0,784.2857142857143,1.0,6-10,0.0,0%,1,1,1-2,1
CUST00387,2025-07-22,Tier 3,25-34,Referral,Silver,Hair Care,Dry,No,2025-09-30,0,train,3,3480.7,1160.2333333333333,0.0,3-5,0.3333333333333333,26-50%,0,1,1-2,1
CUST00388,2024-06-14,Tier 2,18-24,Organic,Silver,Baby Care,,Yes,2025-09-30,1,train,5,2574.36,514.8720000000001,1.0,3-5,0.0,0%,1,1,1-2,1
CUST00389,2024-04-03,Tier 2,35-44,Marketplace,,Skin Care,Sensitive,Yes,2025-09-30,0,train,12,8394.1,699.5083333333333,3.0,11+,0.0,0%,3-4,1,1-2,1
CUST00390,2025-06-17,Tier 3,25-34,Instagram,Silver,Skin Care,Combination,Yes,2025-09-30,1,train,2,1639.4299999999998,819.7149999999999,1.0,2,0.0,0%,1,1,1-2,1
CUST00391,2024-10-19,Tier 3,18-24,Referral,Silver,Baby Care,,Yes,2025-09-30,0,test,4,3250.96,812.74,0.0,3-5,0.0,0%,0,1,1-2,1
CUST00392,2024-10-09,Tier 1,35-44,Google Search,Silver,Hair Care,,Yes,2025-09-30,1,train,7,5290.95,755.85,0.0,6-10,0.0,0%,0,1,1-2,1
CUST00393,2025-07-26,Tier 1,45+,Influencer,,Baby Care,Dry,Yes,2025-09-30,0,train,3,2797.96,932.6533333333333,1.0,3-5,0.0,0%,1,1,1-2,1
CUST00394,2025-06-02,Tier 1,18-24,Google Search,Gold,Fragrance,Sensitive,No,2025-09-30,0,train,2,1196.59,598.295,1.0,2,0.0,0%,1,1,1-2,1
CUST00395,2025-01-21,Tier 2,25-34,Marketplace,Platinum,Hair Care,Combination,No,2025-09-30,0,train,4,2294.75,573.6875,1.0,3-5,0.0,0%,1,1,1-2,1
CUST00396,2025-01-26,Tier 3,25-34,Marketplace,,Hair Care,Sensitive,Yes,2025-09-30,0,validation,6,3382.7599999999998,563.7933333333333,1.0,6-10,0.0,0%,1,1,1-2,1
CUST00397,2024-04-05,Tier 2,25-34,Google Search,,Skin Care,Sensitive,Yes,2025-09-30,1,test,11,9647.73,877.0663636363636,4.0,11+,0.0,0%,3-4,1,1-2,1
CUST00398,2024-07-13,Tier 1,25-34,Marketplace,Gold,Skin Care,Dry,No,2025-09-30,0,train,5,3322.37,664.4739999999999,1.0,3-5,0.0,0%,1,1,1-2,1
CUST00399,2024-05-02,Tier 2,45+,Marketplace,Silver,Makeup,Normal,No,2025-09-30,1,train,4,2749.65,687.4125,0.0,3-5,0.0,0%,0,1,1-2,1
CUST00400,2025-08-11,Tier 2,35-44,Influencer,Gold,Skin Care,Dry,No,2025-09-30,0,train,2,1613.97,806.985,0.0,2,0.0,0%,0,1,1-2,1
CUST00401,2025-07-07,Tier 1,18-24,Organic,Silver,Hair Care,Oily,Yes,2025-09-30,0,validation,2,1106.27,553.135,1.0,2,0.0,0%,1,1,1-2,1
CUST00402,2024-08-03,Tier 1,25-34,Google Search,Gold,Skin Care,Sensitive,Yes,2025-09-30,1,validation,3,1410.06,470.02,1.0,3-5,0.0,0%,1,1,1-2,1
CUST00403,2025-05-25,Tier 1,25-34,Marketplace,,Hair Care,Combination,Yes,2025-09-30,0,validation,3,2404.71,801.57,0.0,3-5,0.0,0%,0,1,1-2,1
CUST00404,2024-04-12,Tier 3,35-44,Referral,Gold,Skin Care,,Yes,2025-09-30,1,train,6,4631.52,771.9200000000001,2.0,6-10,0.0,0%,2,1,1-2,1
CUST00405,2025-06-13,Tier 1,25-34,Referral,,Fragrance,Oily,Yes,2025-09-30,1,train,1,282.03,282.03,1.0,1,1.0,>50%,1,1,1-2,1
CUST00406,2025-05-02,Tier 1,35-44,Marketplace,,Hair Care,Normal,No,2025-09-30,0,train,4,1427.6,356.9,1.0,3-5,0.0,0%,1,1,1-2,1
CUST00407,2025-09-12,Tier 2,18-24,Marketplace,,Makeup,Sensitive,Yes,2025-09-30,0,train,2,2405.56,1202.78,0.0,2,0.0,0%,0,1,1-2,1
CUST00408,2024-03-21,Tier 1,25-34,Marketplace,,Skin Care,Sensitive,Yes,2025-09-30,0,validation,8,4751.44,593.93,4.0,6-10,0.125,11-25%,3-4,1,1-2,1
CUST00409,2024-03-22,Tier 1,18-24,Google Search,,Skin Care,,Yes,2025-09-30,1,train,7,4946.35,706.6214285714286,3.0,6-10,0.42857142857142855,26-50%,3-4,1,1-2,1
CUST00410,2025-08-24,Tier 2,25-34,Instagram,Gold,Skin Care,Dry,Yes,2025-09-30,0,validation,3,2009.71,669.9033333333333,1.0,3-5,0.0,0%,1,1,1-2,1
CUST00411,2024-06-19,Tier 1,25-34,Influencer,,Skin Care,Combination,Yes,2025-09-30,1,test,1,1756.76,1756.76,0.0,1,0.0,0%,0,1,1-2,1
CUST00412,2024-03-27,Tier 3,25-34,Google Search,,Skin Care,,Yes,2025-09-30,1,test,1,1486.51,1486.51,0.0,1,0.0,0%,0,1,1-2,1
CUST00413,2024-12-31,Tier 1,35-44,Referral,Platinum,Baby Care,Sensitive,Yes,2025-09-30,0,train,4,2693.84,673.46,2.0,3-5,0.25,11-25%,2,1,1-2,1
CUST00414,2025-08-28,Tier 2,25-34,Marketplace,,Baby Care,,Yes,2025-09-30,1,test,1,311.44,311.44,1.0,1,1.0,>50%,1,1,1-2,1
CUST00415,2024-04-01,Tier 1,25-34,Google Search,,Skin Care,Dry,Yes,2025-09-30,1,train,2,2282.07,1141.035,1.0,2,0.0,0%,1,1,1-2,1
CUST00416,2025-05-03,Tier 2,25-34,Organic,Silver,Makeup,Normal,Yes,2025-09-30,0,train,3,1804.88,601.6266666666667,1.0,3-5,0.0,0%,1,1,1-2,1
CUST00417,2024-06-16,Tier 2,35-44,Organic,,Skin Care,,Yes,2025-09-30,1,test,4,2750.0299999999997,687.5074999999999,0.0,3-5,0.0,0%,0,1,1-2,1
CUST00418,2024-10-05,Tier 2,25-34,Organic,,Fragrance,Dry,Yes,2025-09-30,0,test,3,2381.17,793.7233333333334,1.0,3-5,0.0,0%,1,1,1-2,1
CUST00419,2025-05-18,Tier 1,18-24,Instagram,,Skin Care,Oily,Yes,2025-09-30,1,train,2,1795.1,897.55,0.0,2,0.0,0%,0,1,1-2,1
CUST00420,2024-04-02,Tier 2,18-24,Google Search,,Makeup,Sensitive,Yes,2025-09-30,0,validation,5,4695.67,939.134,1.0,3-5,0.0,0%,1,1,1-2,1
CUST00421,2024-05-29,Tier 2,18-24,Instagram,,Skin Care,Sensitive,No,2025-09-30,0,train,8,6285.45,785.68125,2.0,6-10,0.125,11-25%,2,1,1-2,1
CUST00422,2024-09-11,Tier 3,25-34,Google Search,Platinum,Skin Care,,No,2025-09-30,1,train,2,1075.03,537.515,0.0,2,0.0,0%,0,1,1-2,1
CUST00423,2024-11-15,Tier 1,45+,Marketplace,Silver,Baby Care,Oily,Yes,2025-09-30,1,train,3,2349.76,783.2533333333334,0.0,3-5,0.0,0%,0,1,1-2,1
CUST00424,2024-08-11,Tier 1,45+,Referral,,Makeup,Normal,Yes,2025-09-30,1,train,2,1297.49,648.745,1.0,2,0.0,0%,1,1,1-2,1
CUST00425,2025-05-01,Tier 1,35-44,Organic,,Hair Care,,Yes,2025-09-30,0,train,5,3571.95,714.39,0.0,3-5,0.0,0%,0,1,1-2,1
CUST00426,2024-03-02,Tier 1,25-34,Referral,,Hair Care,Sensitive,No,2025-09-30,1,train,2,1478.25,739.125,0.0,2,0.0,0%,0,1,1-2,1
CUST00427,2025-03-25,Tier 1,35-44,Google Search,Silver,Skin Care,Oily,Yes,2025-09-30,1,validation,2,331.53,165.765,1.0,2,0.5,26-50%,1,1,1-2,1
CUST00428,2024-07-13,Tier 2,25-34,Google Search,,Fragrance,Normal,No,2025-09-30,0,train,8,5359.36,669.92,1.0,6-10,0.0,0%,1,1,1-2,1
CUST00429,2024-10-29,Tier 2,35-44,Referral,Silver,Hair Care,,Yes,2025-09-30,0,train,3,1361.81,453.93666666666667,1.0,3-5,0.0,0%,1,1,1-2,1
CUST00430,2024-09-01,Tier 1,25-34,Influencer,Silver,Skin Care,,Yes,2025-09-30,0,train,4,2817.12,704.28,0.0,3-5,0.0,0%,0,1,1-2,1
CUST00431,2024-11-25,Tier 2,18-24,Instagram,Gold,Skin Care,Oily,Yes,2025-09-30,1,train,2,903.65,451.825,0.0,2,0.0,0%,0,1,1-2,1
CUST00432,2025-02-01,Tier 2,25-34,Marketplace,,Hair Care,Normal,Yes,2025-09-30,1,train,4,5036.07,1259.0175,0.0,3-5,0.0,0%,0,1,1-2,1
CUST00433,2024-03-22,Tier 2,25-34,Google Search,Silver,Fragrance,Sensitive,No,2025-09-30,0,train,7,5386.66,769.5228571428571,4.0,6-10,0.14285714285714285,11-25%,3-4,1,1-2,1
CUST00434,2024-03-13,Tier 1,35-44,Instagram,,Skin Care,Dry,Yes,2025-09-30,0,train,3,1824.26,608.0866666666667,0.0,3-5,0.0,0%,0,1,1-2,1
CUST00435,2024-07-02,Tier 2,25-34,Marketplace,Silver,Baby Care,,Yes,2025-09-30,1,train,3,1740.56,580.1866666666666,1.0,3-5,0.3333333333333333,26-50%,1,1,1-2,1
CUST00436,2024-07-03,Tier 2,25-34,Marketplace,,Baby Care,Sensitive,No,2025-09-30,0,validation,5,5612.16,1122.432,0.0,3-5,0.0,0%,0,1,1-2,1
CUST00437,2025-02-26,Tier 2,35-44,Marketplace,Silver,Baby Care,Dry,Yes,2025-09-30,0,test,3,2048.04,682.68,0.0,3-5,0.0,0%,0,1,1-2,1
CUST00438,2025-04-08,Tier 1,25-34,Marketplace,Platinum,Baby Care,Normal,Yes,2025-09-30,1,test,3,2466.39,822.13,3.0,3-5,1.0,>50%,3-4,1,1-2,1
CUST00439,2024-08-07,Tier 1,35-44,Organic,Silver,Skin Care,Normal,Yes,2025-09-30,1,train,3,1981.34,660.4466666666666,1.0,3-5,0.3333333333333333,26-50%,1,1,1-2,1
CUST00440,2025-04-16,Tier 1,25-34,Google Search,Silver,Skin Care,Sensitive,Yes,2025-09-30,1,train,1,325.03,325.03,1.0,1,0.0,0%,1,1,1-2,1
CUST00441,2024-11-28,Tier 1,35-44,Organic,Silver,Baby Care,Oily,Yes,2025-09-30,1,train,1,786.67,786.67,1.0,1,0.0,0%,1,1,1-2,1
CUST00442,2024-03-21,Tier 3,35-44,Google Search,Gold,Hair Care,Oily,No,2025-09-30,1,test,8,4905.34,613.1675,1.0,6-10,0.0,0%,1,1,1-2,1
CUST00443,2024-01-12,Tier 2,25-34,Instagram,,Hair Care,Normal,Yes,2025-09-30,1,train,3,1694.35,564.7833333333333,0.0,3-5,0.0,0%,0,1,1-2,1
CUST00444,2025-02-06,Tier 2,45+,Referral,,Hair Care,Combination,Yes,2025-09-30,1,train,1,520.84,520.84,0.0,1,0.0,0%,0,1,1-2,1
CUST00445,2025-07-15,Tier 1,25-34,Referral,Silver,Skin Care,Dry,Yes,2025-09-30,0,train,2,2068.62,1034.31,0.0,2,0.0,0%,0,1,1-2,1
CUST00446,2025-07-28,Tier 2,25-34,Google Search,,Makeup,Sensitive,Yes,2025-09-30,1,train,1,521.16,521.16,0.0,1,0.0,0%,0,1,1-2,1
CUST00447,2025-01-09,Tier 1,25-34,Marketplace,,Hair Care,Sensitive,Yes,2025-09-30,0,train,8,3821.6,477.7,2.0,6-10,0.125,11-25%,2,1,1-2,1
CUST00448,2024-02-15,Tier 1,45+,Marketplace,,Makeup,Oily,Yes,2025-09-30,1,train,5,4291.91,858.382,3.0,3-5,0.4,26-50%,3-4,1,1-2,1
CUST00449,2024-10-21,Tier 2,18-24,Instagram,,Skin Care,Dry,No,2025-09-30,1,train,2,661.52,330.76,0.0,2,0.0,0%,0,1,1-2,1
CUST00450,2025-07-15,Tier 2,25-34,Instagram,Silver,Skin Care,Normal,No,2025-09-30,0,train,2,1364.32,682.16,0.0,2,0.0,0%,0,1,1-2,1
CUST00451,2024-07-24,Tier 2,35-44,Instagram,Silver,Skin Care,Combination,Yes,2025-09-30,0,validation,5,4244.52,848.9040000000001,2.0,3-5,0.2,11-25%,2,1,1-2,1
CUST00452,2024-04-20,Tier 3,18-24,Marketplace,,Hair Care,,Yes,2025-09-30,1,train,6,1929.85,321.64166666666665,1.0,6-10,0.0,0%,1,1,1-2,1
CUST00453,2024-07-09,Tier 3,18-24,Referral,Silver,Skin Care,Normal,Yes,2025-09-30,0,train,5,3564.87,712.9739999999999,1.0,3-5,0.0,0%,1,1,1-2,1
CUST00454,2024-12-26,Tier 1,25-34,Influencer,Platinum,Skin Care,Oily,Yes,2025-09-30,0,test,7,5177.76,739.6800000000001,2.0,6-10,0.0,0%,2,1,1-2,1
CUST00455,2024-01-31,Tier 3,45+,Instagram,,Hair Care,Dry,Yes,2025-09-30,1,train,3,1616.76,538.92,1.0,3-5,0.0,0%,1,1,1-2,1
CUST00456,2024-08-20,Tier 2,25-34,Referral,,Baby Care,Combination,Yes,2025-09-30,1,train,4,3440.2,860.05,1.0,3-5,0.0,0%,1,1,1-2,1
CUST00457,2024-07-26,Tier 1,35-44,Marketplace,,Skin Care,Dry,Yes,2025-09-30,1,train,2,1371.21,685.605,0.0,2,0.0,0%,0,1,1-2,1
CUST00458,2025-06-29,Tier 1,45+,Google Search,Gold,Makeup,Sensitive,No,2025-09-30,0,validation,3,1730.31,576.77,0.0,3-5,0.0,0%,0,1,1-2,1
CUST00459,2024-10-07,Tier 1,18-24,Instagram,,Wellness,Normal,Yes,2025-09-30,1,train,3,2928.0299999999997,976.0099999999999,2.0,3-5,0.3333333333333333,26-50%,2,1,1-2,1
CUST00460,2024-01-27,Tier 2,25-34,Referral,,Baby Care,,Yes,2025-09-30,0,test,12,9567.38,797.2816666666666,1.0,11+,0.08333333333333333,1-10%,1,1,1-2,1
CUST00461,2024-06-16,Tier 1,18-24,Organic,,Skin Care,Combination,Yes,2025-09-30,1,train,4,1579.47,394.8675,0.0,3-5,0.0,0%,0,1,1-2,1
CUST00462,2024-06-30,Tier 3,45+,Organic,,Hair Care,Combination,No,2025-09-30,1,train,3,2689.5,896.5,1.0,3-5,0.0,0%,1,1,1-2,1
CUST00463,2025-01-24,Tier 1,35-44,Influencer,,Baby Care,,No,2025-09-30,0,train,7,7375.860000000001,1053.6942857142858,0.0,6-10,0.0,0%,0,1,1-2,1
CUST00464,2024-02-13,Tier 1,35-44,Referral,Platinum,Skin Care,Combination,Yes,2025-09-30,1,validation,10,6495.79,649.579,3.0,6-10,0.1,1-10%,3-4,1,1-2,1
CUST00465,2025-02-11,Tier 2,35-44,Google Search,,Skin Care,Oily,Yes,2025-09-30,1,train,1,1298.74,1298.74,0.0,1,0.0,0%,0,1,1-2,1
CUST00466,2024-04-02,Tier 1,35-44,Organic,Gold,Makeup,Dry,Yes,2025-09-30,0,validation,12,6279.43,523.2858333333334,2.0,11+,0.08333333333333333,1-10%,2,1,1-2,1
CUST00467,2024-07-25,Tier 1,35-44,Google Search,Silver,Makeup,Dry,Yes,2025-09-30,0,train,3,1620.28,540.0933333333334,0.0,3-5,0.0,0%,0,1,1-2,1
CUST00468,2025-01-06,Tier 2,18-24,Marketplace,Platinum,Baby Care,Dry,Yes,2025-09-30,1,train,2,1077.8600000000001,538.9300000000001,1.0,2,0.5,26-50%,1,1,1-2,1
CUST00469,2025-08-02,Tier 3,35-44,Instagram,,Makeup,Oily,Yes,2025-09-30,0,train,4,2772.31,693.0775,0.0,3-5,0.0,0%,0,1,1-2,1
CUST00470,2024-07-04,Tier 1,18-24,Instagram,Silver,Skin Care,Combination,Yes,2025-09-30,1,train,5,3508.62,701.7239999999999,2.0,3-5,0.0,0%,2,1,1-2,1
CUST00471,2025-05-20,Tier 2,25-34,Referral,,Skin Care,Normal,Yes,2025-09-30,1,train,1,307.23,307.23,0.0,1,0.0,0%,0,1,1-2,1
CUST00472,2024-07-31,Tier 1,18-24,Marketplace,,Fragrance,,Yes,2025-09-30,0,train,5,4789.49,957.8979999999999,0.0,3-5,0.0,0%,0,1,1-2,1
CUST00473,2024-04-21,Tier 1,25-34,Marketplace,Silver,Makeup,Normal,Yes,2025-09-30,1,train,6,3513.72,585.62,2.0,6-10,0.16666666666666666,11-25%,2,1,1-2,1
CUST00474,2025-01-03,Tier 1,45+,Google Search,,Hair Care,Oily,No,2025-09-30,0,validation,4,2364.05,591.0125,1.0,3-5,0.25,11-25%,1,1,1-2,1
CUST00475,2024-05-04,Tier 1,35-44,Referral,,Makeup,Normal,Yes,2025-09-30,0,train,10,7340.669999999999,734.0669999999999,0.0,6-10,0.0,0%,0,1,1-2,1
CUST00476,2024-03-30,Tier 2,25-34,Influencer,Platinum,Skin Care,Normal,No,2025-09-30,1,train,7,6233.25,890.4642857142857,3.0,6-10,0.14285714285714285,11-25%,3-4,1,1-2,1
CUST00477,2024-05-12,Tier 2,25-34,Marketplace,,Fragrance,Normal,Yes,2025-09-30,0,train,5,3519.83,703.966,0.0,3-5,0.0,0%,0,1,1-2,1
CUST00478,2025-04-21,Tier 1,25-34,Organic,Silver,Wellness,Combination,Yes,2025-09-30,0,train,4,2005.68,501.42,0.0,3-5,0.0,0%,0,1,1-2,1
CUST00479,2024-07-25,Tier 1,35-44,Instagram,,Baby Care,Oily,Yes,2025-09-30,1,train,1,319.34,319.34,1.0,1,0.0,0%,1,1,1-2,1
CUST00480,2024-01-30,Tier 1,35-44,Organic,Gold,Hair Care,Combination,No,2025-09-30,1,test,7,4227.82,603.9742857142857,0.0,6-10,0.0,0%,0,1,1-2,1
CUST00481,2025-07-03,Tier 2,35-44,Organic,Gold,Skin Care,Normal,Yes,2025-09-30,0,train,4,1811.91,452.9775,0.0,3-5,0.0,0%,0,1,1-2,1
CUST00482,2024-08-01,Tier 1,25-34,Influencer,Silver,Skin Care,Dry,Yes,2025-09-30,0,test,6,3296.44,549.4066666666666,0.0,6-10,0.16666666666666666,11-25%,0,1,1-2,1
CUST00483,2024-06-18,Tier 1,25-34,Marketplace,Gold,Makeup,,No,2025-09-30,0,train,8,5388.37,673.54625,1.0,6-10,0.125,11-25%,1,1,1-2,1
CUST00484,2024-08-31,Tier 3,25-34,Google Search,,Skin Care,Sensitive,No,2025-09-30,0,train,6,6028.98,1004.8299999999999,3.0,6-10,0.3333333333333333,26-50%,3-4,1,1-2,1
CUST00485,2024-01-26,Tier 3,35-44,Instagram,,Hair Care,Normal,Yes,2025-09-30,1,train,5,2971.02,594.204,2.0,3-5,0.0,0%,2,1,1-2,1
CUST00486,2025-06-12,Tier 1,35-44,Marketplace,,Makeup,Normal,Yes,2025-09-30,0,train,2,1807.8600000000001,903.9300000000001,0.0,2,0.0,0%,0,1,1-2,1
CUST00487,2024-03-30,Tier 3,25-34,Instagram,Silver,Makeup,Oily,Yes,2025-09-30,0,train,8,3049.97,381.24625,6.0,6-10,0.125,11-25%,5+,1,1-2,1
CUST00488,2024-07-16,Tier 2,25-34,Organic,Silver,Skin Care,Dry,Yes,2025-09-30,1,train,4,2427.65,606.9125,0.0,3-5,0.0,0%,0,1,1-2,1
CUST00489,2024-07-30,Tier 2,25-34,Google Search,Gold,Fragrance,Normal,Yes,2025-09-30,1,train,1,963.44,963.44,0.0,1,0.0,0%,0,1,1-2,1
CUST00490,2025-03-30,Tier 1,18-24,Influencer,,Hair Care,Oily,Yes,2025-09-30,0,train,2,2074.38,1037.19,1.0,2,0.5,26-50%,1,1,1-2,1
CUST00491,2025-04-01,Tier 1,25-34,Organic,Silver,Makeup,Normal,Yes,2025-09-30,0,test,3,1795.63,598.5433333333334,1.0,3-5,0.3333333333333333,26-50%,1,1,1-2,1
CUST00492,2024-04-05,Tier 3,35-44,Referral,,Makeup,,No,2025-09-30,0,train,7,6233.68,890.5257142857143,1.0,6-10,0.14285714285714285,11-25%,1,1,1-2,1
CUST00493,2024-09-21,Tier 1,45+,Marketplace,Silver,Makeup,Sensitive,Yes,2025-09-30,1,test,2,1757.06,878.53,1.0,2,0.5,26-50%,1,1,1-2,1
CUST00494,2025-04-17,Tier 1,35-44,Google Search,,Hair Care,Combination,No,2025-09-30,0,validation,3,3012.2300000000005,1004.0766666666668,0.0,3-5,0.0,0%,0,1,1-2,1
CUST00495,2024-11-05,Tier 1,25-34,Google Search,Silver,Baby Care,Combination,Yes,2025-09-30,0,train,3,2838.69,946.23,0.0,3-5,0.0,0%,0,1,1-2,1
CUST00496,2025-03-21,Tier 1,25-34,Marketplace,,Makeup,,No,2025-09-30,0,train,3,2971.8500000000004,990.6166666666668,0.0,3-5,0.0,0%,0,1,1-2,1
CUST00497,2025-04-19,Tier 1,25-34,Referral,,Hair Care,Normal,Yes,2025-09-30,1,train,1,1724.62,1724.62,0.0,1,0.0,0%,0,1,1-2,1
CUST00498,2025-05-21,Tier 1,25-34,Instagram,,Baby Care,,No,2025-09-30,0,train,4,2790.75,697.6875,0.0,3-5,0.0,0%,0,1,1-2,1
CUST00499,2024-10-25,Tier 2,25-34,Instagram,Silver,Hair Care,Normal,No,2025-09-30,0,train,4,3425.97,856.4925,1.0,3-5,0.0,0%,1,1,1-2,1
CUST00500,2024-12-18,Tier 2,45+,Marketplace,,Fragrance,Sensitive,Yes,2025-09-30,0,train,4,3749.66,937.415,0.0,3-5,0.0,0%,0,1,1-2,1
CUST00501,2025-07-27,Tier 1,35-44,Organic,Gold,Skin Care,,Yes,2025-09-30,0,train,5,3852.58,770.516,1.0,3-5,0.0,0%,1,1,1-2,1
CUST00502,2025-03-21,Tier 2,25-34,Referral,,Hair Care,Sensitive,No,2025-09-30,0,train,4,2253.2200000000003,563.3050000000001,0.0,3-5,0.0,0%,0,1,1-2,1
CUST00503,2024-05-17,Tier 2,18-24,Instagram,Gold,Baby Care,Dry,Yes,2025-09-30,0,train,8,5763.58,720.4475,3.0,6-10,0.125,11-25%,3-4,1,1-2,1
CUST00504,2025-09-10,Tier 2,45+,Referral,,Fragrance,Combination,Yes,2025-09-30,0,train,3,3098.74,1032.9133333333332,0.0,3-5,0.0,0%,0,1,1-2,1
CUST00505,2024-08-30,Tier 1,35-44,Influencer,,Skin Care,Oily,Yes,2025-09-30,0,train,2,1468.8,734.4,0.0,2,0.0,0%,0,1,1-2,1
CUST00506,2024-03-22,Tier 2,18-24,Influencer,Platinum,Makeup,Combination,Yes,2025-09-30,0,test,10,9069.6,906.96,4.0,6-10,0.0,0%,3-4,1,1-2,1
CUST00507,2024-03-20,Tier 2,35-44,Referral,Silver,Wellness,Normal,No,2025-09-30,1,test,2,3345.6800000000003,1672.8400000000001,0.0,2,0.0,0%,0,1,1-2,1
CUST00508,2024-12-05,Tier 3,25-34,Organic,,Skin Care,Normal,No,2025-09-30,0,train,2,1632.0,816.0,0.0,2,0.5,26-50%,0,1,1-2,1
CUST00509,2025-04-29,Tier 2,25-34,Marketplace,,Makeup,Oily,Yes,2025-09-30,0,test,2,1206.64,603.32,0.0,2,0.0,0%,0,1,1-2,1
CUST00510,2024-10-11,Tier 2,25-34,Google Search,,Makeup,Normal,Yes,2025-09-30,1,validation,4,3630.48,907.62,1.0,3-5,0.25,11-25%,1,1,1-2,1
CUST00511,2024-06-28,Tier 2,25-34,Referral,Silver,Fragrance,Sensitive,No,2025-09-30,0,train,7,4352.03,621.7185714285714,1.0,6-10,0.14285714285714285,11-25%,1,1,1-2,1
CUST00512,2025-05-22,Tier 1,35-44,Google Search,Silver,Makeup,Dry,Yes,2025-09-30,1,train,4,2468.63,617.1575,1.0,3-5,0.0,0%,1,1,1-2,1
CUST00513,2024-04-28,Tier 2,18-24,Referral,,Wellness,Normal,Yes,2025-09-30,0,validation,10,7681.32,768.132,3.0,6-10,0.0,0%,3-4,1,1-2,1
CUST00514,2025-06-27,Tier 1,35-44,Influencer,,Makeup,Normal,Yes,2025-09-30,1,validation,1,1687.55,1687.55,0.0,1,0.0,0%,0,1,1-2,1
CUST00515,2025-03-18,Tier 2,25-34,Google Search,,Fragrance,Sensitive,Yes,2025-09-30,0,train,4,2719.65,679.9125,1.0,3-5,0.25,11-25%,1,1,1-2,1
CUST00516,2025-08-25,Tier 2,35-44,Marketplace,Platinum,Hair Care,Oily,Yes,2025-09-30,1,train,1,623.59,623.59,0.0,1,0.0,0%,0,1,1-2,1
CUST00517,2024-04-16,Tier 1,35-44,Marketplace,,Skin Care,Normal,Yes,2025-09-30,0,train,7,4546.23,649.4614285714285,2.0,6-10,0.0,0%,2,1,1-2,1
CUST00518,2025-09-05,Tier 2,25-34,Instagram,Gold,Skin Care,,No,2025-09-30,0,train,2,852.7099999999999,426.35499999999996,0.0,2,0.0,0%,0,1,1-2,1
CUST00519,2024-04-23,Tier 1,35-44,Referral,Gold,Baby Care,Sensitive,No,2025-09-30,0,validation,2,823.83,411.915,0.0,2,0.0,0%,0,1,1-2,1
CUST00520,2024-09-20,Tier 1,18-24,Organic,,Hair Care,Oily,Yes,2025-09-30,0,train,8,5224.33,653.04125,0.0,6-10,0.0,0%,0,1,1-2,1
CUST00521,2024-07-24,Tier 1,25-34,Referral,,Makeup,Dry,Yes,2025-09-30,0,validation,8,3956.92,494.615,1.0,6-10,0.0,0%,1,1,1-2,1
CUST00522,2024-02-05,Tier 2,18-24,Google Search,,Fragrance,Dry,Yes,2025-09-30,1,train,1,1688.22,1688.22,0.0,1,0.0,0%,0,1,1-2,1
CUST00523,2024-06-04,Tier 3,35-44,Referral,,Wellness,Combination,Yes,2025-09-30,0,train,4,3188.02,797.005,1.0,3-5,0.0,0%,1,1,1-2,1
